record_id,timestamp,building_id,building_type,building_area_m2,occupancy_level,temperature_c,humidity_percent,weather_condition,energy_source,energy_consumed_kwh,energy_generated_kwh,energy_cost_naira,optimization_score_percent
626,2025-05-01 12:00:00,B-8966,Commercial,1091.08,Low,31.0,45.2,Cloudy,Mixed,130.51,10.28,5877.94,99.17
627,2025-06-27 07:00:00,B-1714,Industrial,3385.5,Low,32.4,49.5,Cloudy,Solar,103.09,59.42,6610.75,87.3
628,2025-01-29 17:00:00,B-6866,Residential,2898.03,High,25.3,46.6,Cloudy,Solar,116.44,22.63,7882.31,69.33
629,2025-03-04 18:00:00,B-4123,Educational,3145.38,High,30.7,43.1,Sunny,Grid,13.69,0.0,619.32,84.24
630,2025-02-21 15:00:00,B-8097,Industrial,4254.76,Low,18.8,74.0,Windy,Grid,54.49,0.0,3222.6,97.15
631,2025-04-16 09:00:00,B-8348,Commercial,1693.26,High,25.9,30.8,Windy,Generator,16.83,0.0,847.28,61.11
632,2025-04-30 12:00:00,B-2287,Industrial,3175.31,Low,25.2,62.9,Cloudy,Mixed,30.32,29.59,2017.89,98.61
633,2025-04-09 10:00:00,B-4037,Commercial,299.56,Medium,33.1,64.6,Sunny,Solar,86.77,50.03,3711.65,63.6
634,2025-01-20 07:00:00,B-2495,Commercial,3024.51,Low,23.8,85.0,Sunny,Generator,63.96,0.0,2924.97,88.59
635,2025-02-12 00:00:00,B-6337,Commercial,1502.1,High,26.9,71.9,Windy,Solar,135.54,79.22,9088.56,87.19
636,2025-03-01 08:00:00,B-7909,Educational,4732.33,Low,23.0,30.1,Rainy,Solar,44.43,21.79,2953.41,85.35
637,2025-01-30 12:00:00,B-7224,Residential,2987.63,Low,18.3,73.7,Sunny,Generator,51.91,0.0,3457.32,82.26
638,2025-02-11 20:00:00,B-2528,Educational,1746.52,Low,20.3,35.7,Windy,Solar,125.57,91.84,8286.56,64.14
639,2025-05-06 05:00:00,B-5963,Educational,2040.03,Medium,30.4,76.8,Sunny,Generator,22.14,0.0,885.63,88.49
640,2025-06-03 21:00:00,B-9624,Educational,1815.15,High,22.3,30.8,Rainy,Mixed,83.34,85.12,6525.96,82.63
641,2025-06-16 07:00:00,B-4409,Educational,2596.58,High,19.4,62.9,Cloudy,Solar,60.1,60.71,3338.5,69.61
642,2025-02-28 17:00:00,B-5339,Educational,520.08,Low,23.4,35.8,Cloudy,Generator,30.65,0.0,2436.47,77.76
643,2025-06-04 13:00:00,B-5169,Residential,2682.77,High,32.9,89.7,Windy,Grid,89.49,0.0,6487.93,73.08
644,2025-06-01 22:00:00,B-9209,Commercial,1563.43,Medium,24.8,70.4,Sunny,Solar,103.92,31.52,4710.53,85.3
645,2025-01-17 02:00:00,B-3721,Commercial,685.21,Medium,27.8,71.6,Sunny,Grid,106.59,0.0,7476.1,94.91
646,2025-02-24 12:00:00,B-8450,Residential,2524.8,High,30.4,67.2,Cloudy,Mixed,32.06,2.57,1647.3,77.72
647,2025-02-15 19:00:00,B-5323,Industrial,3104.67,High,32.4,41.8,Sunny,Generator,23.2,0.0,1822.11,64.32
648,2025-02-04 16:00:00,B-4005,Commercial,2418.53,Medium,28.0,62.5,Windy,Grid,17.47,0.0,738.65,64.22
649,2025-06-21 23:00:00,B-9982,Residential,2948.66,Low,27.3,44.0,Cloudy,Mixed,97.48,82.01,4061.32,79.93
650,2025-04-19 21:00:00,B-1793,Industrial,3462.09,Medium,22.3,48.5,Windy,Solar,93.98,89.79,6803.87,83.33
651,2025-01-10 13:00:00,B-9345,Educational,3664.6,Medium,24.2,68.5,Windy,Mixed,72.6,18.99,4941.85,82.26
652,2025-06-16 13:00:00,B-7651,Industrial,1825.18,Medium,33.5,31.3,Rainy,Mixed,50.79,5.69,3588.88,88.08
653,2025-03-31 09:00:00,B-7538,Residential,1690.19,Medium,29.5,53.8,Sunny,Solar,114.66,45.42,6477.28,97.39
654,2025-02-02 17:00:00,B-9217,Commercial,1291.85,High,20.0,65.1,Windy,Generator,145.55,0.0,8021.78,62.48
655,2025-05-27 09:00:00,B-3889,Educational,1729.56,High,26.6,39.7,Cloudy,Solar,100.42,99.77,5831.35,74.19
656,2025-05-13 10:00:00,B-2294,Residential,2033.49,High,20.0,83.0,Windy,Solar,65.15,38.73,4325.15,77.68
657,2025-02-17 09:00:00,B-8109,Commercial,3258.76,Medium,19.0,78.8,Cloudy,Solar,141.37,64.88,11052.68,66.06
658,2025-01-05 18:00:00,B-2590,Industrial,2413.21,Low,28.2,64.9,Sunny,Generator,63.21,0.0,3383.21,65.07
659,2025-06-03 07:00:00,B-6712,Residential,1989.13,High,20.8,74.1,Cloudy,Solar,35.28,5.86,2190.7,83.81
660,2025-01-22 18:00:00,B-3078,Industrial,4365.97,High,27.8,50.7,Rainy,Mixed,121.44,54.03,5242.71,82.63
661,2025-02-05 19:00:00,B-2188,Commercial,4544.69,High,24.7,47.8,Rainy,Mixed,25.8,15.14,1478.62,83.83
662,2025-05-05 13:00:00,B-1870,Commercial,449.05,Low,34.0,75.3,Windy,Solar,90.06,82.84,3891.26,79.07
663,2025-02-22 09:00:00,B-5773,Educational,3168.96,Low,32.1,77.0,Sunny,Mixed,45.18,94.09,2031.92,95.01
664,2025-03-08 13:00:00,B-5410,Residential,4856.15,Medium,21.0,73.3,Sunny,Mixed,10.84,40.54,657.46,83.23
665,2025-04-19 19:00:00,B-9036,Industrial,4682.89,High,29.4,58.9,Windy,Generator,122.4,0.0,9549.81,60.88
666,2025-06-09 14:00:00,B-2429,Educational,4913.48,High,19.5,78.9,Rainy,Grid,45.65,0.0,2067.36,77.59
667,2025-01-30 09:00:00,B-8026,Commercial,3237.59,Medium,24.5,33.3,Windy,Generator,91.92,0.0,6994.76,75.33
668,2025-02-25 13:00:00,B-7320,Commercial,1120.85,Low,25.5,32.9,Windy,Mixed,123.97,82.63,7874.58,74.12
669,2025-03-03 10:00:00,B-5957,Residential,4008.93,High,27.4,79.6,Windy,Generator,96.56,0.0,6892.09,83.94
670,2025-01-04 13:00:00,B-1468,Industrial,2100.0,Low,34.3,62.5,Rainy,Solar,92.74,22.05,6030.51,82.86
671,2025-03-05 03:00:00,B-3880,Commercial,964.95,High,19.0,66.3,Windy,Mixed,115.74,52.34,5679.47,86.66
672,2025-03-13 11:00:00,B-3596,Commercial,446.52,Medium,25.5,39.8,Windy,Generator,31.75,0.0,1526.91,75.47
673,2025-01-12 07:00:00,B-2851,Commercial,303.19,Medium,24.8,60.7,Rainy,Mixed,75.08,38.28,5523.33,65.81
674,2025-01-04 17:00:00,B-2206,Residential,2553.2,Low,19.1,34.3,Cloudy,Solar,88.21,56.6,6626.45,82.31
675,2025-06-11 09:00:00,B-4500,Industrial,4800.97,Low,18.8,35.9,Cloudy,Grid,11.39,0.0,540.01,81.65
676,2025-03-29 15:00:00,B-8880,Educational,3245.58,High,18.8,86.8,Rainy,Grid,127.11,0.0,6592.5,63.09
677,2025-04-16 16:00:00,B-7491,Residential,890.94,Medium,20.2,37.4,Rainy,Grid,80.19,0.0,3996.18,74.33
678,2025-05-16 13:00:00,B-3270,Industrial,4948.05,High,29.6,86.9,Sunny,Generator,25.67,0.0,1419.18,82.19
679,2025-03-29 08:00:00,B-7753,Residential,429.95,Low,18.1,70.2,Sunny,Grid,98.06,0.0,5533.68,79.59
680,2025-02-17 05:00:00,B-5688,Residential,2106.44,Medium,18.4,50.1,Windy,Mixed,30.68,9.84,2401.29,83.97
681,2025-04-23 05:00:00,B-5122,Residential,3656.85,Medium,23.4,53.6,Sunny,Grid,39.35,0.0,1726.62,67.16
682,2025-02-20 16:00:00,B-3548,Residential,3997.69,Medium,29.5,62.8,Windy,Grid,73.89,0.0,5681.95,62.91
683,2025-01-06 06:00:00,B-9470,Residential,1438.97,Low,23.9,76.9,Windy,Solar,148.91,24.07,11164.12,93.22
684,2025-04-26 11:00:00,B-9102,Industrial,1162.05,High,24.8,54.6,Rainy,Mixed,146.84,18.09,10567.53,73.37
685,2025-03-10 12:00:00,B-3334,Residential,3667.81,Low,25.1,64.7,Sunny,Generator,125.73,0.0,9073.51,94.66
686,2025-01-30 18:00:00,B-8638,Commercial,345.11,Low,29.8,38.4,Sunny,Generator,65.29,0.0,4044.29,76.11
687,2025-04-12 05:00:00,B-3805,Residential,2622.08,Medium,34.9,38.1,Cloudy,Solar,102.94,39.6,4665.28,66.35
688,2025-05-29 03:00:00,B-3399,Residential,4748.9,High,33.0,84.4,Cloudy,Solar,148.77,20.83,8065.95,86.77
689,2025-04-21 15:00:00,B-1693,Educational,2444.82,High,25.1,51.5,Windy,Generator,91.1,0.0,5741.46,66.46
690,2025-05-13 15:00:00,B-9002,Industrial,2385.11,High,27.4,64.2,Cloudy,Grid,35.47,0.0,2471.93,61.01
691,2025-02-19 16:00:00,B-7618,Educational,1806.42,Medium,31.3,63.8,Rainy,Generator,42.87,0.0,2906.51,82.7
692,2025-05-19 19:00:00,B-5866,Commercial,3991.41,High,30.5,66.6,Cloudy,Grid,75.79,0.0,3435.35,70.45
693,2025-06-14 01:00:00,B-3319,Industrial,2124.54,High,28.2,60.8,Sunny,Grid,46.79,0.0,1883.7,79.85
694,2025-01-17 22:00:00,B-1306,Industrial,1463.85,High,30.5,31.4,Windy,Mixed,89.8,94.15,4218.48,78.87
695,2025-04-03 03:00:00,B-3398,Educational,502.54,High,28.6,63.0,Cloudy,Grid,64.07,0.0,3898.99,95.86
696,2025-01-25 02:00:00,B-9223,Educational,1021.66,Low,18.4,81.7,Sunny,Grid,88.68,0.0,6706.54,83.88
697,2025-02-23 19:00:00,B-6393,Residential,4060.3,High,25.3,75.0,Cloudy,Mixed,137.39,57.21,6489.12,70.75
698,2025-01-27 12:00:00,B-4939,Residential,1033.29,Medium,22.2,48.4,Rainy,Generator,85.49,0.0,5430.3,77.06
699,2025-06-10 23:00:00,B-1760,Industrial,3096.33,High,19.4,35.3,Sunny,Mixed,29.92,51.81,1452.91,71.33
700,2025-01-28 08:00:00,B-4271,Industrial,2031.55,High,31.8,30.8,Cloudy,Generator,99.16,0.0,6619.43,91.95
701,2025-05-14 12:00:00,B-4801,Residential,4667.13,Low,18.3,39.2,Rainy,Solar,133.49,45.85,8354.29,86.52
702,2025-01-15 02:00:00,B-8895,Residential,3411.38,High,33.8,89.8,Rainy,Mixed,109.42,28.72,8227.3,61.97
703,2025-06-16 03:00:00,B-3012,Educational,1193.85,Medium,33.3,45.4,Sunny,Grid,36.99,0.0,1683.97,94.36
704,2025-04-21 14:00:00,B-8896,Residential,2525.29,Medium,29.5,44.3,Rainy,Solar,114.92,76.0,6033.75,76.43
705,2025-02-22 11:00:00,B-1067,Commercial,1087.97,Medium,34.6,68.7,Windy,Generator,140.51,0.0,7325.55,91.28
706,2025-06-14 13:00:00,B-6986,Residential,3841.0,Low,29.8,87.9,Sunny,Generator,62.07,0.0,2807.34,86.87
707,2025-02-22 03:00:00,B-8251,Industrial,3660.08,Medium,27.8,42.4,Rainy,Generator,78.15,0.0,4101.91,77.1
708,2025-06-15 09:00:00,B-8721,Industrial,3243.83,Low,30.7,43.9,Rainy,Solar,63.77,26.92,3057.47,91.34
709,2025-01-27 21:00:00,B-3225,Industrial,4550.8,Low,24.3,75.1,Sunny,Grid,135.06,0.0,9973.5,67.31
710,2025-06-29 13:00:00,B-1337,Residential,4783.64,High,24.4,50.4,Sunny,Grid,14.05,0.0,835.23,64.36
711,2025-01-02 19:00:00,B-9893,Commercial,1280.27,Low,23.4,78.5,Windy,Solar,131.95,30.25,9810.21,94.29
712,2025-06-16 07:00:00,B-7633,Commercial,3835.02,High,20.5,71.4,Sunny,Mixed,142.03,68.25,7565.18,80.02
713,2025-03-29 01:00:00,B-7865,Educational,3246.34,High,26.7,37.2,Cloudy,Grid,50.25,0.0,3622.82,94.46
714,2025-05-04 22:00:00,B-3145,Commercial,729.64,Medium,34.2,49.7,Cloudy,Grid,101.04,0.0,7080.18,92.48
715,2025-02-27 17:00:00,B-8289,Educational,4731.46,Medium,23.3,81.5,Windy,Mixed,24.09,70.5,1678.57,87.11
716,2025-06-01 08:00:00,B-7564,Educational,1298.96,Medium,32.8,40.1,Rainy,Grid,12.78,0.0,877.97,79.02
717,2025-02-03 16:00:00,B-7540,Educational,4253.04,High,24.5,40.1,Cloudy,Mixed,126.28,54.89,6006.87,88.82
718,2025-04-11 18:00:00,B-7639,Commercial,2580.01,Low,28.3,57.7,Cloudy,Grid,125.16,0.0,9159.52,88.38
719,2025-05-02 22:00:00,B-6388,Residential,571.74,Medium,32.3,70.3,Sunny,Generator,106.07,0.0,5782.86,95.17
720,2025-02-13 00:00:00,B-7510,Commercial,3640.59,Medium,19.9,54.5,Rainy,Solar,133.53,4.72,10476.32,87.17
721,2025-02-03 08:00:00,B-3265,Residential,3175.31,Low,22.6,44.9,Windy,Mixed,141.6,29.83,10056.46,75.72
722,2025-05-28 19:00:00,B-4747,Commercial,739.31,High,18.2,62.7,Windy,Mixed,146.49,36.91,7952.6,73.76
723,2025-05-21 01:00:00,B-3379,Industrial,2626.69,Low,25.5,82.8,Sunny,Mixed,78.3,50.78,3565.38,99.31
724,2025-02-13 06:00:00,B-4107,Residential,1287.37,High,19.2,69.8,Sunny,Grid,91.33,0.0,5169.81,76.89
725,2025-05-11 18:00:00,B-2654,Educational,3936.07,Medium,21.3,79.2,Rainy,Mixed,99.07,41.9,5777.88,70.27
726,2025-06-27 07:00:00,B-4700,Commercial,3772.97,High,26.7,49.3,Cloudy,Solar,91.43,99.57,5249.04,96.83
727,2025-06-15 09:00:00,B-3093,Residential,1757.83,High,18.9,42.3,Rainy,Solar,65.71,21.96,2629.0,96.6
728,2025-06-11 18:00:00,B-9342,Industrial,4227.2,Low,30.6,40.1,Rainy,Generator,22.45,0.0,958.71,88.96
729,2025-04-14 13:00:00,B-1223,Industrial,4647.6,High,25.3,37.1,Sunny,Generator,79.3,0.0,4278.49,74.99
730,2025-03-15 02:00:00,B-5588,Residential,3125.59,High,30.2,36.6,Sunny,Solar,10.16,99.43,500.98,62.15
731,2025-02-26 15:00:00,B-5601,Industrial,989.88,High,18.7,53.5,Cloudy,Mixed,121.35,34.12,7010.07,87.02
732,2025-04-05 18:00:00,B-5240,Residential,2569.03,Medium,32.6,82.0,Cloudy,Solar,6.44,77.8,376.28,99.55
733,2025-05-07 13:00:00,B-9174,Industrial,2442.0,Low,34.8,75.3,Cloudy,Grid,41.05,0.0,2526.04,99.69
734,2025-04-11 00:00:00,B-5869,Commercial,4294.78,Medium,19.7,72.4,Cloudy,Grid,55.11,0.0,2219.79,76.14
735,2025-05-09 00:00:00,B-5448,Industrial,1212.03,Low,31.9,50.2,Rainy,Grid,124.99,0.0,5002.59,72.31
736,2025-06-06 12:00:00,B-6324,Commercial,1243.77,Low,22.0,34.1,Cloudy,Solar,32.13,55.55,1659.66,76.7
737,2025-01-02 12:00:00,B-1072,Educational,1915.49,Medium,32.9,84.3,Cloudy,Generator,76.48,0.0,4069.21,64.27
738,2025-04-06 18:00:00,B-9633,Industrial,4769.34,High,19.0,47.9,Cloudy,Grid,48.22,0.0,2546.79,66.57
739,2025-03-14 19:00:00,B-9702,Educational,3926.65,Medium,20.1,68.1,Cloudy,Grid,22.96,0.0,983.18,96.38
740,2025-02-05 15:00:00,B-6861,Educational,991.14,Medium,32.0,62.7,Rainy,Mixed,16.29,95.54,812.52,94.39
741,2025-03-12 05:00:00,B-9891,Commercial,885.61,Low,32.5,30.8,Cloudy,Mixed,79.21,76.94,6130.21,96.37
742,2025-03-22 17:00:00,B-9944,Residential,4107.14,Low,33.1,42.0,Sunny,Solar,46.21,28.9,2545.35,75.73
743,2025-06-04 05:00:00,B-4225,Residential,2745.55,Low,20.7,71.5,Windy,Grid,29.3,0.0,1535.68,80.13
744,2025-04-30 17:00:00,B-8671,Residential,3992.38,Low,30.6,68.7,Windy,Generator,27.59,0.0,1707.32,63.5
745,2025-05-27 11:00:00,B-6922,Commercial,1917.95,Medium,25.0,32.4,Sunny,Generator,44.73,0.0,3499.05,98.15
746,2025-01-06 21:00:00,B-3607,Industrial,1794.02,High,18.7,40.7,Sunny,Grid,61.87,0.0,4820.37,65.65
747,2025-05-18 07:00:00,B-2423,Educational,3829.4,High,19.8,88.9,Sunny,Grid,60.33,0.0,4284.0,73.7
748,2025-03-07 16:00:00,B-3674,Commercial,3156.96,Medium,21.3,38.8,Sunny,Mixed,141.02,91.76,10646.83,85.02
749,2025-05-29 19:00:00,B-2896,Industrial,4050.93,High,19.2,50.1,Cloudy,Mixed,50.49,63.56,2738.49,65.94
750,2025-01-07 07:00:00,B-4291,Commercial,3002.51,Low,31.8,52.9,Windy,Grid,24.18,0.0,1157.44,69.5
751,2025-05-11 19:00:00,B-5175,Industrial,1534.49,Low,28.9,66.1,Cloudy,Solar,105.93,36.25,7728.64,68.16
752,2025-04-20 01:00:00,B-8450,Residential,2371.75,Low,31.6,40.8,Sunny,Generator,20.93,0.0,1577.02,73.72
753,2025-02-23 20:00:00,B-4176,Industrial,3435.16,Medium,18.4,71.4,Rainy,Grid,50.83,0.0,2146.53,84.39
754,2025-06-10 01:00:00,B-2121,Commercial,1241.98,High,24.6,34.8,Rainy,Grid,26.34,0.0,1367.55,63.59
755,2025-01-15 14:00:00,B-7184,Residential,4558.59,High,18.1,59.0,Windy,Solar,22.87,30.77,1761.96,66.47
756,2025-01-27 00:00:00,B-9386,Industrial,4830.87,High,21.5,74.5,Cloudy,Generator,84.27,0.0,6352.2,82.16
757,2025-01-06 17:00:00,B-7468,Industrial,2696.07,Low,21.3,40.0,Cloudy,Generator,137.89,0.0,7323.82,74.88
758,2025-01-03 11:00:00,B-3864,Educational,3811.13,Low,23.8,87.1,Cloudy,Solar,112.0,59.74,8426.41,61.98
759,2025-05-13 15:00:00,B-3269,Commercial,1322.46,Low,25.9,43.6,Rainy,Grid,112.87,0.0,8664.84,76.95
760,2025-05-23 02:00:00,B-5857,Educational,1743.56,High,34.3,56.7,Rainy,Solar,75.91,35.16,5798.15,82.76
761,2025-06-14 11:00:00,B-2295,Commercial,3822.76,Low,31.8,50.5,Windy,Solar,67.89,84.85,3702.06,91.76
762,2025-01-21 00:00:00,B-8474,Educational,4707.91,High,28.6,74.5,Windy,Grid,121.74,0.0,8984.61,75.8
763,2025-04-21 15:00:00,B-4629,Commercial,303.75,Medium,24.8,70.4,Windy,Mixed,70.3,74.9,3815.83,85.39
764,2025-03-13 00:00:00,B-1763,Commercial,972.78,High,30.7,62.7,Windy,Solar,34.59,29.19,2419.38,79.3
765,2025-05-21 07:00:00,B-3429,Commercial,1119.36,Medium,34.4,72.9,Rainy,Grid,143.78,0.0,8207.57,79.0
766,2025-02-20 08:00:00,B-9437,Industrial,4494.88,High,26.9,72.4,Cloudy,Grid,41.57,0.0,2405.62,64.94
767,2025-01-06 08:00:00,B-3106,Commercial,1069.6,Medium,18.0,32.4,Cloudy,Mixed,146.71,24.24,9760.97,93.56
768,2025-05-26 23:00:00,B-3090,Residential,2775.77,High,20.6,73.7,Cloudy,Solar,92.04,73.13,6515.5,99.02
769,2025-05-27 14:00:00,B-8297,Educational,2889.14,Medium,23.8,68.9,Windy,Mixed,14.92,89.74,668.05,73.11
770,2025-05-24 23:00:00,B-5480,Educational,4087.94,Low,28.2,53.6,Cloudy,Generator,73.65,0.0,5463.5,73.6
771,2025-06-08 03:00:00,B-7214,Educational,4354.77,Low,19.5,76.6,Rainy,Mixed,127.89,18.18,7317.08,66.62
772,2025-05-14 06:00:00,B-4619,Commercial,3547.69,High,27.1,68.1,Windy,Solar,33.49,21.17,1395.19,72.88
773,2025-02-17 11:00:00,B-4828,Commercial,2820.74,Low,32.6,70.0,Windy,Grid,68.13,0.0,5322.64,88.77
774,2025-06-01 01:00:00,B-1684,Commercial,4654.32,High,27.0,45.5,Rainy,Solar,12.66,72.61,567.83,72.11
775,2025-01-11 11:00:00,B-6389,Educational,2685.73,Low,27.6,66.0,Windy,Solar,29.11,37.97,1883.06,98.79
776,2025-01-06 17:00:00,B-4908,Residential,3651.77,Medium,33.7,75.7,Windy,Mixed,90.8,19.2,6053.4,84.94
777,2025-02-25 11:00:00,B-6028,Educational,3032.22,High,26.3,61.7,Cloudy,Generator,53.49,0.0,3250.72,67.9
778,2025-04-03 20:00:00,B-5778,Residential,4035.61,Low,21.2,35.1,Windy,Solar,68.26,65.83,3925.54,71.07
779,2025-06-27 18:00:00,B-4144,Residential,2812.95,Low,23.9,86.0,Rainy,Solar,138.78,50.24,7371.35,89.49
780,2025-01-27 16:00:00,B-8796,Commercial,231.73,Medium,26.1,50.2,Cloudy,Generator,138.48,0.0,5605.69,82.11
781,2025-05-16 11:00:00,B-9289,Residential,3716.28,Medium,26.2,35.1,Cloudy,Generator,146.01,0.0,8865.79,84.57
782,2025-01-28 08:00:00,B-7535,Residential,1221.22,Medium,26.2,55.7,Sunny,Grid,15.86,0.0,701.75,93.5
783,2025-03-21 17:00:00,B-6504,Industrial,1237.11,Medium,21.3,60.3,Rainy,Generator,116.47,0.0,4947.4,83.07
784,2025-01-30 05:00:00,B-5446,Commercial,640.09,High,18.6,33.2,Sunny,Generator,125.95,0.0,5632.35,61.81
785,2025-05-03 22:00:00,B-2354,Commercial,2217.6,Medium,32.3,45.7,Windy,Grid,66.15,0.0,2751.64,77.96
786,2025-04-15 17:00:00,B-1626,Commercial,2909.18,Medium,27.7,49.9,Sunny,Solar,50.75,10.66,2774.6,63.98
787,2025-04-06 22:00:00,B-7201,Commercial,3844.65,Low,34.4,88.2,Cloudy,Grid,130.44,0.0,8352.29,88.03
788,2025-05-29 18:00:00,B-3368,Commercial,1461.77,Low,28.7,57.3,Windy,Generator,74.89,0.0,5265.6,71.28
789,2025-02-18 13:00:00,B-4381,Educational,1624.3,High,33.7,33.4,Rainy,Generator,75.42,0.0,5770.54,84.41
790,2025-01-14 08:00:00,B-5761,Educational,2754.72,Medium,22.2,50.6,Rainy,Solar,128.55,55.92,7788.8,63.98
791,2025-01-10 15:00:00,B-7159,Commercial,129.34,High,34.4,52.6,Windy,Mixed,92.47,7.97,6225.5,97.3
792,2025-04-11 07:00:00,B-9849,Educational,2899.54,Medium,20.1,64.9,Windy,Mixed,116.12,40.64,8731.47,85.95
793,2025-02-03 19:00:00,B-7031,Commercial,4501.28,High,28.6,37.9,Cloudy,Generator,49.91,0.0,2399.26,96.35
794,2025-05-23 16:00:00,B-2227,Residential,3813.98,Medium,29.5,48.1,Cloudy,Mixed,31.69,75.65,1868.64,69.03
795,2025-02-06 13:00:00,B-5833,Commercial,3102.28,Medium,18.7,49.6,Sunny,Grid,72.94,0.0,3349.28,99.39
796,2025-05-10 16:00:00,B-7555,Educational,1085.03,High,20.2,42.2,Windy,Grid,116.51,0.0,6643.43,82.62
797,2025-03-19 14:00:00,B-1808,Educational,154.0,Low,18.6,56.7,Rainy,Grid,123.42,0.0,9307.05,63.47
798,2025-01-04 15:00:00,B-3118,Residential,2714.9,Medium,33.5,53.3,Rainy,Solar,125.29,13.37,9699.42,90.06
799,2025-03-08 09:00:00,B-6105,Commercial,4709.61,Low,29.5,51.8,Sunny,Generator,141.04,0.0,7196.24,73.29
800,2025-05-02 06:00:00,B-9211,Residential,3519.0,High,31.0,85.8,Windy,Grid,34.7,0.0,2495.62,89.54
801,2025-03-18 16:00:00,B-4234,Industrial,365.78,Low,24.6,47.0,Rainy,Generator,49.15,0.0,3898.47,85.71
802,2025-03-05 05:00:00,B-7810,Residential,3602.5,Medium,34.6,52.6,Rainy,Generator,121.27,0.0,6958.62,94.78
803,2025-05-16 06:00:00,B-7918,Residential,944.25,High,34.1,43.1,Windy,Mixed,52.3,75.62,2915.74,84.33
804,2025-03-28 07:00:00,B-5940,Residential,2250.64,Medium,30.6,43.7,Sunny,Solar,13.48,29.99,794.95,66.72
805,2025-05-21 03:00:00,B-9858,Residential,1806.25,Medium,24.8,33.4,Cloudy,Solar,89.58,88.43,4126.93,83.91
806,2025-04-10 08:00:00,B-9336,Industrial,3340.46,Low,25.1,72.1,Rainy,Solar,64.56,50.46,2601.39,87.67
807,2025-02-15 10:00:00,B-3356,Residential,3323.65,Low,18.7,52.1,Rainy,Grid,146.96,0.0,8351.66,80.08
808,2025-04-27 03:00:00,B-5742,Commercial,4554.15,Low,30.2,64.9,Cloudy,Generator,120.68,0.0,8999.67,78.28
809,2025-06-23 03:00:00,B-5082,Educational,2401.79,High,24.6,88.0,Rainy,Grid,106.09,0.0,4596.77,94.52
810,2025-05-20 12:00:00,B-3832,Residential,2428.77,High,19.2,63.0,Cloudy,Generator,65.49,0.0,4918.95,68.16
811,2025-05-05 18:00:00,B-4933,Commercial,4141.0,Medium,27.5,33.3,Sunny,Solar,145.92,51.26,7534.59,78.78
812,2025-02-05 00:00:00,B-9119,Commercial,4296.4,Low,23.2,41.6,Sunny,Grid,23.72,0.0,1231.41,91.2
813,2025-05-23 07:00:00,B-4755,Commercial,2384.55,High,21.9,40.0,Sunny,Generator,53.25,0.0,4132.04,73.72
814,2025-05-14 03:00:00,B-3985,Industrial,4941.21,Medium,26.2,40.7,Windy,Generator,134.22,0.0,7840.36,88.39
815,2025-01-06 16:00:00,B-9049,Residential,4919.37,Low,18.9,35.8,Windy,Solar,109.47,28.18,5185.82,61.57
816,2025-02-15 03:00:00,B-4665,Commercial,158.14,High,31.2,38.1,Rainy,Grid,72.82,0.0,4677.66,77.13
817,2025-01-04 06:00:00,B-8427,Educational,184.18,High,31.3,30.6,Cloudy,Mixed,115.47,89.33,6618.0,81.42
818,2025-04-23 09:00:00,B-9952,Educational,2411.07,High,24.6,83.2,Windy,Mixed,134.62,33.58,8696.83,97.08
819,2025-05-28 10:00:00,B-6994,Educational,4812.19,Low,26.7,57.2,Windy,Solar,45.41,95.89,2075.81,83.19
820,2025-02-26 02:00:00,B-8036,Industrial,1448.62,Low,22.7,54.3,Rainy,Solar,149.82,5.5,9459.89,63.3
821,2025-04-21 04:00:00,B-7323,Industrial,814.88,Medium,25.5,60.6,Rainy,Solar,42.52,31.65,1848.71,72.13
822,2025-06-25 02:00:00,B-1119,Residential,4834.46,Medium,34.1,50.1,Cloudy,Mixed,87.77,90.96,3532.51,92.43
823,2025-01-13 11:00:00,B-4911,Commercial,4744.43,High,19.6,39.7,Cloudy,Generator,144.31,0.0,8875.3,60.57
824,2025-01-26 15:00:00,B-9092,Residential,1325.28,Low,25.6,71.6,Windy,Mixed,111.31,99.54,5732.51,81.53
825,2025-05-17 03:00:00,B-6066,Commercial,2689.95,High,24.9,40.1,Sunny,Grid,146.73,0.0,10877.49,79.93
826,2025-03-13 02:00:00,B-7930,Residential,3036.06,High,21.9,62.6,Cloudy,Grid,105.77,0.0,6410.37,99.61
827,2025-01-27 20:00:00,B-6775,Residential,3076.14,High,24.3,76.3,Windy,Generator,29.72,0.0,1645.91,73.88
828,2025-05-14 05:00:00,B-5812,Industrial,2187.45,High,31.3,59.1,Rainy,Generator,120.13,0.0,7575.34,73.68
829,2025-04-10 21:00:00,B-7007,Commercial,4059.39,High,22.1,43.5,Windy,Grid,78.15,0.0,3941.41,60.36
830,2025-04-17 03:00:00,B-1129,Industrial,3259.07,High,26.7,56.7,Windy,Solar,145.21,57.12,10823.56,65.58
831,2025-03-28 05:00:00,B-5647,Commercial,2867.57,High,32.8,65.0,Windy,Grid,109.11,0.0,5988.15,63.7
832,2025-03-03 13:00:00,B-6859,Commercial,2316.61,Low,24.7,82.0,Cloudy,Generator,40.38,0.0,3176.67,98.33
833,2025-06-16 08:00:00,B-5403,Commercial,1275.78,Low,23.9,83.7,Rainy,Generator,145.16,0.0,8381.18,72.84
834,2025-04-27 06:00:00,B-6020,Industrial,2654.17,Medium,29.7,46.4,Windy,Solar,111.79,5.17,4692.03,75.45
